no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,credit_income_ratio,total_assets,assets_income_ratio,loan_assets_ratio,high_debt,low_cibil,education_encoded,self_employed_encoded
-0.8669183554227546,-0.9708201362130328,1.5865732645881083,0.49704840602794387,-1.3278113329447705,1.1768723332558897,-0.4802460178723411,-0.8979439766889061,-1.472789578372501,0.5547026556327296,-0.43116409369923425,-0.0452332553271052,1.3364196146439686,1,1,1,0
-0.8669183554227546,0.8858699868883857,-0.04865656276821731,-0.5438906641876453,-1.4890130677235909,0.8894035754758407,0.5921788750437563,0.07131248833756346,-1.6400251367801526,-0.37856270654212787,0.3256347899472849,-0.4061774534342768,-0.2767280780126771,0,1,0,0
1.4849324957618095,-1.404090460345528,0.7817630602285841,1.537987476243533,0.3993501111140193,0.37995871115716334,0.20320986506911015,1.1883924093101754,0.4806694528319321,1.1467501220188419,1.1553821000542253,1.2022734922415141,-0.03758896925539219,1,0,1,1
-0.2789556426266136,-1.1058220373412087,1.5234873635315063,1.19100778617167,-1.1953956222335966,0.7206959298001399,-1.3126814907767275,0.18681762059452522,1.6429378728382003,0.7372508219296191,0.5563352704916112,0.30068291497202415,0.6201724689173123,1,1,0,1
1.4849324957618095,0.5992751886250849,-1.5299287295085384,0.15006871595608082,0.28996321965696265,-0.10382208328774804,-0.8640167997842922,-1.0950170618906612,-0.935406858132383,-0.5314181778799985,-1.358870100021284,-0.49753566666314586,-1.1130574864191531,0,0,1,1
-0.8669183554227546,-0.5283863731988668,-1.3032399347205037,-1.5848297344032345,1.0038566165345957,1.0283968863472095,-0.8203100663588486,-0.38252229786102937,0.07047507482774426,-0.45761669575545066,0.12713778492782707,-0.17466844217145736,-1.0745430138617609,0,0,0,0
0.30900707016952744,-0.13027845887661835,-1.6183148745316904,1.19100778617167,1.412618158295176,-0.7614075719766493,-0.432564413892599,-0.7461501142967695,0.6305864385909308,-0.5343400867708867,-0.8855841039824327,-0.38697259388068206,-1.2500007086042642,0,0,0,0
-0.2789556426266136,-0.6217335947195992,1.1640772931613055,1.19100778617167,0.23814837633519895,1.555263759123529,-1.2759374816692428,0.6340359471081006,-1.0501092728571237,0.13326710114308946,0.46653013276226757,-0.09013927826979994,0.4417561799585945,1,1,1,0
-0.8669183554227546,-1.0106633043610045,-0.6894708728846576,0.8440280960998069,0.7793256288069531,0.5004510745376496,0.1439366996793135,1.051642327990731,1.0238331962380833,-0.1840622053317309,1.313062288895681,0.34999230009285576,-0.8387293902991432,1,0,0,0
0.30900707016952744,1.6409580228568919,-0.6489045164630172,-0.19691097411578226,0.4569221592493123,-1.6946542137673994,0.05530277298400236,0.6187635740700128,-0.43513009900711636,-0.4672539215441267,-0.8783449044570849,-0.5175161747884921,-0.32272353259407066,0,0,0,1
-1.4548810682188955,0.8802100039665048,0.6618924644129249,-0.19691097411578226,1.0556714598563595,-1.3134156607234115,1.3312633865135726,1.5302125243190197,0.8643923020209626,-0.303299507140706,0.856672549432138,-0.3719549402055978,-0.011144804159716627,1,0,0,0
-1.4548810682188955,1.218746562021813,0.16091499530313,1.19100778617167,-0.7117904178971355,-0.4763128147727312,1.597837786849126,-0.09965140068955873,1.4641022396560084,-0.3786471776646862,0.8079994249495717,-0.40485346955739243,-0.28343335712027995,0,1,1,0
0.30900707016952744,0.5066640962143248,0.8916236021679428,-1.5848297344032345,-0.8614777430488972,1.4694769890597787,-1.0663490843291794,1.7097164248474845,0.5983852133419139,-0.23432120424694577,1.6481271060602058,-0.2702529801696825,-0.11656870693236877,1,1,1,0
-0.2789556426266136,-0.5451268279047582,0.04861512139288205,-0.8908703542595083,1.222630399448709,-0.5976132468286779,-0.6821737160850658,-0.3228155287638689,1.6772980870850973,-0.15587687080152157,-0.3021115213026746,-0.226047701366353,0.02374076411547352,1,0,0,0
-0.2789556426266136,-0.13255131152487426,1.2647358980014418,0.15006871595608082,0.9462845683993028,-1.2827891407027425,-0.3785075869653256,-0.1503905782010509,-1.071195227647312,-0.04926197800926809,-1.4365080248971036,-0.44248469755878356,2.3249045827522505,1,0,1,0
1.4849324957618095,1.3174692547242706,-0.635907141474893,1.19100778617167,1.29747406202459,-0.5811564979204951,0.06750882026022854,-0.6637492040681736,-0.6674458540808201,-0.45662461378844843,-0.9403148857123255,-0.5079547824670837,-0.2832465649720004,0,0,1,0
0.30900707016952744,1.0721333406222981,-1.102420240323758,0.8440280960998069,1.2111159898216506,-0.3770110961119049,1.6862875307781842,-1.268781865787609,1.623949081663956,-0.4938700586693333,0.3132437459980888,-0.42214320010584666,-0.9595437688883615,0,0,1,0
-0.8669183554227546,-0.8464975093011035,-1.2766399443374987,0.8440280960998069,-0.6945188034565476,-0.8860414068556568,0.4198643971101515,-0.7583300025055044,0.12285353840415027,-0.4170605923150001,-0.7767602377226738,-0.18124989930320376,-0.9414524156873724,0,1,1,1
-0.2789556426266136,-0.001270211717480424,1.455865414363796,1.19100778617167,0.39359290630049004,0.7547878212559568,0.23661811963223434,0.3085602274454332,-1.0874529700632698,-0.056005300387191675,0.40161895963307515,-0.283925646438661,0.6586083469491258,1,0,0,0
0.8969697829656684,-0.1992340207299324,-1.3427868262342255,-0.19691097411578226,1.6659351700904652,-1.1458271184411517,-1.031906182623869,0.01842298237455841,1.0094554120396442,-0.48503916273322106,-0.8409943237297621,-0.3714234478913453,-0.9926093058884097,0,0,1,0
-1.4548810682188955,-0.11847446293314884,0.34177985909148356,-0.8908703542595083,0.10573266562402506,-0.6245508616237984,1.0334079791787179,0.1449711872078266,0.07814072227785727,-0.20745589883764287,0.14408034602691883,-0.28520680345397537,0.04653428669819541,1,1,0,0
0.30900707016952744,-0.4520371075159388,-0.7472761026687517,1.19100778617167,-0.9823790441330125,1.4492884212197614,0.1477690413869639,-0.5759676551037057,-0.1317606488556767,-0.3480346577247732,0.6410177760470103,-0.13646019675019633,-0.7817632872848743,0,1,1,0
-0.8669183554227546,1.297324022814036,-1.5816796825201074,-0.5438906641876453,0.14603309931873015,-1.38115118068638,1.0551962390040572,-0.7613836671965677,-0.7625293253422228,-0.5423496577728778,-1.1225409783040157,-0.5171117451594607,-1.1965551473703373,0,1,1,0
0.30900707016952744,0.13833375684307367,-1.3890506645459046,0.49704840602794387,-0.7290620323377234,0.7218648800334724,-0.9472047481472582,0.7191578976773796,-1.5592151631295457,-0.504468761314529,-0.05628585452560845,-0.3494596994337267,-1.1192706818805669,0,1,1,1
-0.2789556426266136,1.033788360878184,0.1864068794102606,-1.5848297344032345,-1.4602270436559444,-1.5331285772868193,1.0277272900645988,-0.3567236627927128,1.5031604830200775,-0.36444560568383144,-0.25346481215246797,-0.4532422905453663,0.10782479347772453,0,1,1,0
-1.4548810682188955,-0.8182386508162279,0.05731553026938442,1.537987476243533,0.7908400384340116,0.7176392546373885,0.12658150352392677,-0.18460578231658073,0.773166967895711,-0.04463779173712644,0.6754897070843506,0.052783919450491885,-0.30908328991783335,1,0,0,0
-1.4548810682188955,-0.2469250310674374,1.2236216416152936,-1.2378500443313714,-1.2241816463012432,0.2638560971803656,1.2910101252313728,-0.7859501119761545,0.3656000519721506,-0.019855246905071133,0.4097924073102647,-0.22726184980082217,0.5067412127048906,1,1,0,1
